,#,target
2220,AVN89431@N,0
2221,AVN89442@N,0
2222,AVN89398@N,0
2223,AVN89453@N,0
2224,AVN89409@N,0
2225,QDH76188@N,0
2226,QEE80065@N,0
2227,QER78627@N,0
2228,ASB30081@N,0
2229,ASA69724@N,0
2230,ART84250@N,0
2231,AZP03043@N,0
2232,QEY10633@N,0
2233,ATV90793@N,0
2234,AQW35007@N,0
2235,AQT34136@N,0
2236,AQT34130@N,0
2237,QDQ69186@N,0
2238,ASO66810@N,0
2239,APH81306@N,0
2240,AUV64199@N,0
2241,QCQ20038@N,0
2242,QCQ19918@N,0
2243,ASK86341@N,0
2244,ASK86334@N,0
2245,QEE80071@N,0
2246,AXX83381@N,0
2247,ASB15738@N,0
2248,ASB15748@N,0
2249,ASB15758@N,0
2250,ATD12171@N,0
2251,AYD78149@N,0
2252,AYP31078@N,0
2253,ASO67377@N,0
2254,AVZ61129@N,0
2255,APX42291@N,0
2256,AVU05340@N,0
2257,AQW35013@N,0
2258,AWV96566@N,0
2259,AWV96559@N,0
2260,QDF43815@N,0
2261,AXY04092@N,0
2262,QER90704@N,0
2263,QDF43835@N,0
2264,QDF43840@N,0
2265,QDF43830@N,0
2266,QDF43820@N,0
2267,QDF43825@N,0
2268,QED40665@N,0
2269,ASY04643@N,0
2270,ASB16887@N,0
2271,QED40659@N,0
2272,AXX83283@N,0
2273,AUG98141@N,0
2274,AUG98130@N,0
2275,AUG98119@N,0
2276,ASS83086@N,0
2277,AWG96865@N,0
2278,AWG96884@N,0
2279,AWG96872@N,0
2280,AWG96878@N,0
2281,AYP73645@N,0
2282,ASV45148@N,0
2283,ARX11396@N,0
2284,AXG21643@N,0
2285,AVU05347@N,0
2286,QCQ20056@N,0
2287,AUH28250@N,0
2288,AWW13535@N,0
2289,AWW13551@N,0
2290,AWW13519@N,0
2291,AWW13511@N,0
2292,AZL47198@N,0
2293,AZL47192@N,0
2294,QHI08611@N,0
2295,QDP14511@N,0
2296,AVP78031@N,0
2297,QBP43300@N,0
2298,AVI57403@N,0
2299,AVI57396@N,0
2300,AVU05382@N,0
2301,AVU05375@N,0
2302,AVU05368@N,0
2303,ASY98687@N,0
2304,AXK47358@N,0
2305,AXK47352@N,0
2306,AVU05389@N,0
2307,AWA45274@N,0
2308,QCO95416@N,0
2309,AVN88332@N,0
2310,QCQ20044@N,0
2311,QCQ20062@N,0
2312,QCQ20068@N,0
2313,AXY04083@N,0
2314,QCQ19924@N,0
2315,AVU05396@N,0
2316,AWM11456@N,0
2317,AWV96580@N,0
2318,ASK51717@N,0
2319,AWJ64263@N,0
2320,AVN89313@N,0
2321,AVN89302@N,0
2322,AVN89291@N,0
2323,AVM41569@N,0
2324,AVZ61109@N,0
2325,AVZ61099@N,0
2326,AVZ61119@N,0
2327,AWM11498@N,0
2328,AWV96573@N,0
2329,QEQ55819@N,0
2330,QED58401@N,0
2331,QAT98898@N,0
2332,QAT98909@N,0
2333,AWM11492@N,0
2334,QDF43790@N,0
2335,QDF43795@N,0
2336,QDF43805@N,0
2337,QDF43800@N,0
2338,QDF43810@N,0
2339,AVU05354@N,0
2340,AUJ79484@N,0
2341,AWQ28488@N,0
2342,QFG01688@N,0
2343,AWM11486@N,0
2344,QDH76201@N,0
2345,AVU05494@N,0
2346,AVU05501@N,0
2347,AWM11462@N,0
2348,QGQ60294@N,0
2349,QAS69029@N,0
2350,QDO71787@N,0
2351,QDM02502@N,0
2352,QDQ69199@N,0
2353,AZP53858@N,0
2354,QCB65097@N,0
2355,ATJ00135@N,0
2356,QBM11748@N,0
2357,QBM11737@N,0
2358,AXS67925@N,0
2359,AZL47204@N,0
2360,AYC44182@N,0
2361,QFG01694@N,0
2362,QFG01700@N,0
2363,AWM11468@N,0
2364,AZS18878@N,0
2365,QFG01706@N,0
2366,AZL47210@N,0
2367,AWM11474@N,0
2368,AWM11480@N,0
2369,AZL47216@N,0
2370,QFU80841@N,0
2371,QCQ20050@N,0
2372,QDF21511@N,0
2373,QDP14518@N,0
2374,AZL47222@N,0
2375,QCO95422@N,0
2376,AZL47234@N,0
2377,AZS27725@N,0
2378,QFG01712@N,0
2379,QCO95428@N,0
2380,QCO95392@N,0
2381,AZL47228@N,0
2382,QCO95398@N,0
2383,QFP92265@N,0
2384,QCW07226@N,0
2385,QBA57552@N,0
2386,QHB92364@N,0
2387,QHA24687@N,0
2388,QHA24678@N,0
2389,QHA24665@N,0
2390,QHA24671@N,0
2391,QHA24724@N,0
2392,QHA24696@N,0
2393,QHA24718@N,0
2394,QHA24703@N,0
2395,QHA24710@N,0
2396,QCO76963@N,0
2397,AXP98439@N,0
2398,QBA57558@N,0
2399,QBA57545@N,0
2400,QBO24651@N,0
2401,QBR98161@N,0
2402,AXP07355@N,0
2403,AXP07345@N,0
2404,QAY31031@N,0
2405,AXP32230@N,0
2406,AXP32216@N,0
2407,AXP32223@N,0
2408,QDM36987@N,0
2409,QBO24657@N,0
2410,QBO24669@N,0
2411,QBO24663@N,0
2412,QCO95404@N,0
2413,QCO95410@N,0
2414,QCB65300@N,0
2415,QCB65306@N,0
2416,QGJ02389@N,0
2417,QDZ36662@N,0
2418,QDZ36668@N,0
2419,QGZ00525@N,0
2420,QCX19619@N,0
2421,QHD43124@N,0
2422,QDE12097@N,0
2423,QBP84749@N,0
2424,ALR69641@N,0
2425,APX44065@N,0
2426,ACC94326@N,0
2427,ACJ12834@N,0
2428,ABW75125@N,0
2429,ABW75138@N,0
2430,ABW87820@N,0
2431,AAZ41329@N,0
2432,AAZ41340@N,0
2433,AAZ67052@N,0
2434,ABC72414@N,0
2435,ABI93999@N,0
2436,ABI96958@N,0
2437,ABN10839@N,0
2438,ABN10848@N,0
2439,ABN10857@N,0
2440,ABN10866@N,0
2441,ABN10875@N,0
2442,ABN10884@N,0
2443,ABN10893@N,0
2444,ABN10902@N,0
2445,ABN10911@N,0
2446,ABN10919@N,0
2447,ABN10927@N,0
2448,ABN10935@N,0
2449,ACN89696@N,0
2450,ACN89705@N,0
2451,ACN89722@N,0
2452,ACN89723@N,0
2453,ACN89742@N,0
2454,ACN89743@N,0
2455,ACN89760@N,0
2456,ACN89763@N,0
2457,ACN89777@N,0
2458,ABP38236@N,0
2459,ABP38243@N,0
2460,ABP38253@N,0
2461,ABP38267@N,0
2462,ABP38279@N,0
2463,ABP38295@N,0
2464,ABP38306@N,0
2465,ABP38313@N,0
2466,ABP38328@N,0
2467,ABP38334@N,0
2468,ABP87990@N,0
2469,ABM64776@N,0
2470,ABQ57208@N,0
2471,ABQ57216@N,0
2472,ABQ57224@N,0
2473,ABQ57232@N,0
2474,ACB59362@N,0
2475,ACB59372@N,0
2476,ACA52157@N,0
2477,ACA52164@N,0
2478,ACA52171@N,0
2479,ACB69849@N,0
2480,ACB69860@N,0
2481,ACB69872@N,0
2482,ACB69883@N,0
2483,ACB69894@N,0
2484,ACB69905@N,0
2485,ABX60145@N,0
2486,ABW81427@N,0
2487,ABU49659@N,0
2488,ABE97137@N,0
2489,ABE97130@N,0
2490,ABD75497@N,0
2491,ABD75505@N,0
2492,ABD75513@N,0
2493,ABD75521@N,0
2494,ABD75529@N,0
2495,ABD75537@N,0
2496,ABD75545@N,0
2497,ABD75553@N,0
2498,ABD75561@N,0
2499,ABD75569@N,0
2500,ABD75577@N,0
2501,ABD75585@N,0
2502,ABD75593@N,0
2503,ABD75601@N,0
2504,ABD75609@N,0
2505,ABD75617@N,0
2506,ABD75625@N,0
2507,ABD75633@N,0
2508,ABD75641@N,0
2509,ABD75323@N,0
2510,ABD75332@N,0
2511,AAY32596@N,0
2512,AAY68297@N,0
2513,AAY88866@N,0
2514,AAY24423@N,0
2515,AAY24433@N,0
2516,ABI26423@N,0
2517,ABG89301@N,0
2518,ABG89317@N,0
2519,ABG89325@N,0
2520,ABC70719@N,0
2521,ABF65836@N,0
2522,ABI14448@N,0
2523,ABG47052@N,0
2524,ABG47060@N,0
2525,ABG47069@N,0
2526,ABG36787@N,0
2527,AFH55111@N,0
2528,AFH55121@N,0
2529,AFG19726@N,0
2530,AFG19742@N,0
2531,AFD97607@N,0
2532,AFE85969@N,0
2533,AFG25750@N,0
2534,AFG25760@N,0
2535,AHA38125@N,0
2536,AHA38132@N,0
2537,AHA38146@N,0
2538,AHA38153@N,0
2539,AHB63481@N,0
2540,AHB63495@N,0
2541,AHB63508@N,0
2542,AGY56140@N,0
2543,ADI59790@N,0
2544,ADZ76334@N,0
2545,ADY39740@N,0
2546,ACO72884@N,0
2547,ACO72893@N,0
2548,ACT11042@N,0
2549,ACO37566@N,0
2550,ADE34722@N,0
2551,ADE34733@N,0
2552,ADE34744@N,0
2553,ADE34755@N,0
2554,ADE34766@N,0
2555,ADE34779@N,0
2556,ADE34790@N,0
2557,ADE34801@N,0
2558,ADE34812@N,0
2559,ADE34823@N,0
2560,AFQ94213@N,0
2561,AFH58021@N,0
2562,AGD98685@N,0
2563,AGN29320@N,0
2564,AJP67408@N,0
2565,AJG44124@N,0
2566,AKJ85723@N,0
2567,AHY21469@N,0
2568,AHY61337@N,0
2569,ALL27308@N,0
2570,AKA97938@N,0
2571,AMH39305@N,0
2572,YP_003767@N,0
2573,YP_001039962@N,0
2574,ATE90967@N,0
2575,AVM80475@N,0
2576,AVM80500@N,0
2577,AVM80492@N,0
2578,ATE90980@N,0
2579,AVI69485@N,0
2580,AVI69444@N,0
2581,AVM80466@N,0
2582,AVM80484@N,0
2583,AVM80457@N,0
2584,AVM80448@N,0
2585,AVM80439@N,0
2586,YP_001552236@N,0
2587,QFQ59587@N,0
2588,QBP84713@N,0
2589,YP_004070194@N,0
2590,NP_040831@N,0
2591,NP_073551@N,0
2592,NP_598310@N,0
2593,ASV51733@N,0
2594,ARM65490@N,0
2595,ARM65496@N,0
2596,YP_001039971@N,0
2597,AAA66399@N,0
2598,AZN28588@N,0
2599,AAK38656@N,0
2600,AAL40400@N,0
2601,YP_209233@N,0
2602,AAT76147@N,0
2603,AAS89767@N,0
2604,AAX16192@N,0
2605,AAX76521@N,0
2606,AAY16375@N,0
2607,AAX85669@N,0
2608,AAX85678@N,0
2609,AAT70772@N,0
2610,AAT70074@N,0
2611,AAS58177@N,0
2612,AAU04646@N,0
2613,AAU04649@N,0
2614,AAU04664@N,0
2615,AAT00645@N,0
2616,AAT84354@N,0
2617,AAT84362@N,0
2618,AAY60780@N,0
2619,AAY60793@N,0
2620,AAW33786@N,0
2621,AAU81608@N,0
2622,AAU06356@N,0
2623,AAV91631@N,0
2624,AAV49730@N,0
2625,AAK83356@N,0
2626,AAL57308@N,0
2627,AAP33697@N,0
2628,AAP30030@N,0
2629,AAP51227@N,0
2630,AAP13441@N,0
2631,AAP50485@N,0
2632,AAP97882@N,0
2633,AAS00003@N,0
2634,AAR01015@N,0
2635,AAR86775@N,0
2636,AAR86788@N,0
2637,AAR23258@N,0
2638,AAR23250@N,0
2639,AAS00080@N,0
2640,AAR91586@N,0
2641,AAP72986@N,0
2642,AAP92675@N,0
2643,AAQ01597@N,0
2644,AAQ01609@N,0
2645,AAQ94060@N,0
2646,QDA76309@N,0
2647,QCS40640@N,0
2648,QDA76318@N,0
2649,AYW03309@N,0
2650,YP_001351684@N,0
2651,YP_003029848@N,0
2652,YP_001039953@N,0
2653,YP_001718612@N,0
2654,NP_058424@N,0
2655,YP_001718605@N,0
2656,YP_001941166@N,0
2657,NP_150077@N,0
2658,YP_001876437@N,0
2659,QBP84704@N,0
2660,QBP84731@N,0
2661,YP_009555241@N,0
2662,AYG86360@N,0
2663,QBQ01839@N,0
2664,QBP84740@N,0
2665,QBP84722@N,0
